activity_type,company_name,full_name,job_title,email,phone,address,city,state,country,zip_code,industry,nature_of_business,engagement_level,company_size,company_revenue,last_activity,content_name,asset_description,booth_scan_notes,consent_statement_served,consent_response
Content Download,Cipher Defense,Jacqueline Brown,Chief Privacy Officer,jacqueline.brown@cipherdefens.net,(752) 426-5849,9260 Forest Ave,Austin,TX,United States  ,78701,Insurance Carriers,Insurance Carriers,Medium,101-500,More Than $10B,2026-06-10 13:53:16,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Badge Scan,Peak Solutions,Kyle Peterson,IAM Specialist,kylep@peaksolution.org,(586) 377-2688,8128 Lake St,Los Angeles,CA,United States  ,90001,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Very Low,1-100,$50M-$100M,2026-06-10 16:14:17,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Product View,Eclipse Security,Anthony Hill,Forensics Analyst,ahill@eclipsesecur.co,+79 835-8436,3256 River Rd,Sao Paulo,SP,Brazil,01310,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",High,50K+,Less Than $1M,2026-06-10 10:54:03,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Pylon Solutions,Justin Hughes,Network Security Engineer,justin.hughes@pylonsolutio.com,+34 792-6701,2216 Hill Rd,Tel Aviv,Tel Aviv,Israel,6100000,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Low,10K-50K,$500M-$1B,2026-06-10 12:18:27,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Product View,Trident Systems,Lisa Jimenez,Director of IT Security,lisa@tridentsyste.org,+87 778-2642,4356 Hill Rd,Sao Paulo,SP,Brazil,01310,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Low,101-500,Less Than $1M,2026-06-10 10:29:26,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Marble Data,Edward Cook,GRC Manager,edward.cook@marbledata.net,+19 201-1100,655 Lake St,Zurich,Zurich,Switzerland,8001,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,High,Unavailable,More Than $10B,2026-06-10 14:26:18,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Quantum Systems,Charles Garcia,VP Engineering,charlesg@quantumsyste.org,+91 629-7287,2429 Pine Ln,Bangalore,Karnataka,India,560001,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Low,1-100,$500M-$1B,2026-06-10 12:50:50,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Product View,Pinnacle Software,Matthew Collins,DevSecOps Engineer,matthewc@pinnaclesoft.io,(972) 787-1539,7728 Main St,San Francisco,CA,United States  ,94102,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",High,5K-10K,Unavailable,2026-06-10 16:57:54,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Peak Solutions,Kathleen Nelson,Cloud Security Engineer,kathleen@peaksolution.io,+60 594-1380,752 Lake St,Bangalore,Karnataka,India,560001,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Very High,1K-5K,Less Than $1M,2026-06-10 16:07:52,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Product View,Cobalt Security,Dorothy Reyes,Product Security Lead,dreyes@cobaltsecuri.net,(359) 913-7466,2742 River Rd,Dallas,TX,United States  ,75201,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Medium,1-100,$1B-$10B,2026-06-10 11:47:27,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Sapphire Systems,Jacqueline Clark,Security Architect,jacquelinec@sapphiresyst.net,(572) 997-1489,4179 Church St,Toronto,Ontario,Canada,M5A,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very Low,10K-50K,$100M-$500M,2026-06-10 09:32:56,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Horizon Analytics,Benjamin Ruiz,Vulnerability Management Engineer,benjamin@horizonanaly.com,(421) 423-1587,6056 Oak Ave,Austin,TX,United States  ,78701,Scientific Research And Development Services,Scientific Research And Development Services,Very High,1-100,$50M-$100M,2026-06-10 12:37:37,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Lunar Labs,Lawrence Evans,Malware Analyst,lawrence@lunarlabs.co,(535) 733-5967,2647 Pine Ln,San Francisco,CA,United States  ,94102,Oil And Gas Extraction,Oil And Gas Extraction,Medium,501-1K,More Than $10B,2026-06-10 16:00:25,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Product View,Sapphire Systems,Hannah Rivera,CTO,hannahr@sapphiresyst.net,+44 123-2416,9979 Maple Dr,Sydney,NSW,Australia,2000,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,Low,10K-50K,$10M-$50M,2026-06-10 15:25:26,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Nova Platforms,Helen Ward,Blue Team Lead,hward@novaplatform.com,(395) 721-2676,4599 Lincoln Blvd,Portland,OR,United States  ,97201,Software Publishers,Software Publishers,Very High,Unavailable,$1M-$10M,2026-06-10 13:14:17,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Lunar Labs,Jennifer Sanders,Chief Privacy Officer,jennifer@lunarlabs.com,(251) 496-5020,8576 Forest Ave,Minneapolis,MN,United States  ,55401,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,50K+,$10M-$50M,2026-06-10 12:10:10,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Radiant Software,Judith Baker,Application Security Engineer,jbaker@radiantsoftw.net,+8 994-8117,5347 Spring St,Singapore,Singapore,Singapore,048616,Other Information Services,Other Information Services,Medium,501-1K,More Than $10B,2026-06-10 15:50:52,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Nebula Cloud,Scott Watson,IAM Specialist,scott@nebulacloud.net,(740) 305-5396,5211 River Rd,Montreal,Quebec,Canada,H2X,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very High,1K-5K,$1B-$10B,2026-06-10 17:41:13,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Content Download,Pylon Solutions,Jose Anderson,VP Engineering,jose@pylonsolutio.com,(572) 299-1710,8189 Lake St,San Francisco,CA,United States  ,94102,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very High,101-500,Unavailable,2026-06-10 17:29:16,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Badge Scan,Pinnacle Software,Maria Wilson,Security Architect,mariaw@pinnaclesoft.co,+2 943-2297,3149 Mission St,Mumbai,Maharashtra,India,400001,Depository Credit Intermediation,Depository Credit Intermediation,Very High,1K-5K,$1M-$10M,2026-06-10 14:28:58,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Titan Systems,Carol Chavez,Incident Response Lead,carolc@titansystems.co,(627) 824-1172,5724 Park Ave,Miami,FL,United States  ,33101,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Low,10K-50K,$10M-$50M,2026-06-10 15:22:52,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Product View,Slate Digital,Steven Patel,SIEM Engineer,stevenp@slatedigital.io,(923) 307-1527,7863 Cedar Blvd,Seattle,WA,United States  ,98101,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,10K-50K,More Than $10B,2026-06-10 14:39:10,Not Applicable,,,Delegate consented to badge scan,Accepted
Badge Scan,Meridian Data,Kimberly Thomas,Systems Administrator,kimberlyt@meridiandata.org,(929) 457-4348,1437 Market St,Toronto,Ontario,Canada,M5A,Other Information Services,Other Information Services,Low,101-500,Less Than $1M,2026-06-10 13:05:39,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Orion Networks,Rebecca Foster,Security Architect,rfoster@orionnetwork.co,(558) 220-6234,5030 Lake St,Seattle,WA,United States  ,98101,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Medium,1K-5K,$1M-$10M,2026-06-10 17:57:43,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Product View,Sentinel Corp,Jeffrey Gonzalez,Email Security Analyst,jeffrey.gonzalez@sentinelcorp.co,+31 466-1350,5703 Park Ave,Singapore,Singapore,Singapore,048616,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Very Low,Unavailable,$1B-$10B,2026-06-10 12:37:36,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Beacon Networks,Mark Wood,Application Security Engineer,mark.wood@beaconnetwor.net,+38 998-6456,3932 Lincoln Blvd,Sao Paulo,SP,Brazil,01310,Scientific Research And Development Services,Scientific Research And Development Services,Medium,1-100,More Than $10B,2026-06-10 10:26:05,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Product View,Marble Data,Peter Ross,Security Consultant,pross@marbledata.org,(365) 654-8921,6307 Main St,Vancouver,British Columbia,Canada,V6B,Oil And Gas Extraction,Oil And Gas Extraction,Low,101-500,Unavailable,2026-06-10 08:59:23,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Vanguard Tech,Virginia Morales,IT Director,virginia.morales@vanguardtech.org,+52 550-9008,4968 River Rd,Sydney,NSW,Australia,2000,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Very Low,1-100,Unavailable,2026-06-10 11:30:00,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Product View,Obsidian Tech,Nathan Clark,Vulnerability Management Engineer,nathan@obsidiantech.org,+57 996-6666,4516 Pine Ln,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,Other Information Services,Other Information Services,Low,Unavailable,$50M-$100M,2026-06-10 14:08:45,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
Product View,Sapphire Systems,Eric Reed,Security Program Manager,ereed@sapphiresyst.co,(540) 999-4623,5615 Main St,Portland,OR,United States  ,97201,Oil And Gas Extraction,Oil And Gas Extraction,Low,501-1K,More Than $10B,2026-06-10 16:07:05,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Harbor IT,Diane Brooks,IT Manager,diane@harborit.net,(740) 705-9045,5588 River Rd,New York,NY,United States  ,10001,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Low,501-1K,$1M-$10M,2026-06-10 10:54:56,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Prism Networks,David Sanders,SOC Analyst,davids@prismnetwork.co,(855) 415-5943,6210 Maple Dr,New York,NY,United States  ,10001,Other Information Services,Other Information Services,Medium,1-100,Less Than $1M,2026-06-10 10:16:49,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Obsidian Tech,Benjamin James,Malware Analyst,bjames@obsidiantech.net,+53 992-6551,8419 Forest Ave,Tel Aviv,Tel Aviv,Israel,6100000,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Very High,5K-10K,$1M-$10M,2026-06-10 16:43:53,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Product View,Cipher Defense,Samuel Ruiz,VP Engineering,samuelr@cipherdefens.net,(709) 394-9054,5265 Washington Ave,Minneapolis,MN,United States  ,55401,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Medium,501-1K,Unavailable,2026-06-10 11:48:16,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Marble Data,Keith Chavez,Red Team Lead,kchavez@marbledata.io,+66 929-1568,9983 Elm St,Bangalore,Karnataka,India,560001,Educational Services,Educational Services,Very Low,10K-50K,$100M-$500M,2026-06-10 10:02:46,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Forge Digital,Roger Thompson,Network Security Engineer,roger@forgedigital.com,(232) 638-7082,4528 Broadway,Calgary,Alberta,Canada,T2P,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,High,10K-50K,$1M-$10M,2026-06-10 11:18:14,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Badge Scan,Radiant Software,Evelyn Mendoza,IAM Specialist,emendoza@radiantsoftw.com,+34 474-7770,2791 Washington Ave,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,1K-5K,$100M-$500M,2026-06-10 13:55:12,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Cascade Solutions,Gregory Wilson,Director of IT Security,gregory.wilson@cascadesolut.co,+44 681-7994,7431 Mission St,Mexico City,CDMX,Mexico,06600,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Medium,50K+,$1M-$10M,2026-06-10 11:03:15,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Drift Security,Dylan Peterson,Vulnerability Management Engineer,dylanp@driftsecurit.co,(795) 949-4353,8443 Washington Ave,Washington,DC,United States  ,20001,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Low,10K-50K,$10M-$50M,2026-06-10 09:50:14,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Polaris AI,Laura Stewart,Security Program Manager,lauras@polarisai.net,+58 806-5324,4418 Market St,Sydney,NSW,Australia,2000,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very High,50K+,Unavailable,2026-06-10 16:11:57,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Badge Scan,Sapphire Systems,Dorothy Smith,Third Party Risk Manager,dsmith@sapphiresyst.org,(603) 970-9160,1445 Church St,Seattle,WA,United States  ,98101,Educational Services,Educational Services,High,1-100,$1M-$10M,2026-06-10 14:14:27,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
Product View,Drift Security,Arthur Bailey,Risk Analyst,arthur@driftsecurit.com,+92 815-9752,5316 Harbor Dr,Stockholm,Stockholm,Sweden,11120,Computer Systems Design And Related Services,Computer Systems Design And Related Services,Very Low,Unavailable,$100M-$500M,2026-06-10 11:04:14,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Vanguard Tech,Charles Flores,IT Director,charles@vanguardtech.io,(713) 779-4582,7639 Main St,Phoenix,AZ,United States  ,85001,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Very High,101-500,Less Than $1M,2026-06-10 12:17:39,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Badge Scan,Nova Platforms,Kelly Mendoza,VP of Security,kelly@novaplatform.co,(611) 237-2974,2569 Spring St,Minneapolis,MN,United States  ,55401,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Medium,5K-10K,More Than $10B,2026-06-10 11:15:10,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Badge Scan,Ember Technologies,Ryan Gonzalez,CISO,ryan.gonzalez@embertechnol.co,+35 792-3118,9572 Valley Dr,Sydney,NSW,Australia,2000,Oil And Gas Extraction,Oil And Gas Extraction,High,1-100,$50M-$100M,2026-06-10 13:51:55,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Nova Platforms,Barbara Roberts,Email Security Analyst,barbarar@novaplatform.co,(607) 837-2289,8910 Mission St,Phoenix,AZ,United States  ,85001,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Medium,5K-10K,$1M-$10M,2026-06-10 11:11:56,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Forge Digital,Joshua Walker,Security Awareness Manager,jwalker@forgedigital.net,(674) 346-4699,5573 River Rd,Mesa,AZ,United States  ,85201,Insurance Carriers,Insurance Carriers,High,5K-10K,$50M-$100M,2026-06-10 14:56:45,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Onyx Security,Mark Young,Cloud Architect,mark@onyxsecurity.io,+64 850-7123,5053 Church St,Mexico City,CDMX,Mexico,06600,Insurance Carriers,Insurance Carriers,High,1-100,Less Than $1M,2026-06-10 15:50:21,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
